volante_regulable,aire_acondicionado,camara_trasera,elevalunas_electrico,bluetooth,gps,años_registro_venta,precio_log,potencia_log,km_log,tipo_gasolina_electro,tipo_gasolina_hybrid_petrol,tipo_gasolina_petrol,color_black,color_blue,color_brown,color_desconocido,color_green,color_grey,color_orange,color_red,color_silver,color_white,tipo_coche_coupe,tipo_coche_desconocido,tipo_coche_estate,tipo_coche_hatchback,tipo_coche_sedan,tipo_coche_subcompact,tipo_coche_suv,tipo_coche_van,alerta_lim_velocidad_no,alerta_lim_velocidad_si,venta_trimestre_venta_segundo_trimestre,venta_trimestre_venta_tercer_trimestre,modelo_grupo_Serie_1,modelo_grupo_Serie_4,modelo_grupo_Serie_5,modelo_grupo_Serie_6,modelo_grupo_Serie_7,modelo_grupo_Serie_Hybrid,modelo_grupo_Serie_M,modelo_grupo_Serie_Z
0,1,0,0,0,1,0.1111111111111111,10.34177474101152,0.48610332183734495,0.5710704462106155,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,1,0,1,0,1,0.1111111111111111,10.177362240256695,0.592683933040933,0.757482884963063,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
0,1,0,0,0,1,0.07407407407407407,10.056251557087757,0.6056172068558507,0.6628954658099901,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,0,0,1,0,1,0.4444444444444444,9.942756341456828,0.6950762404959439,0.6523691015765105,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0.8148148148148149,7.496097345175956,0.42851230074266633,0.8693211101775973,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,0,1,0,1,0.1111111111111111,10.31231367277647,0.7143396326832558,0.7905744040078131,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,0,1,1,1,0.1111111111111111,10.264687244346277,0.592683933040933,0.7120183103143713,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
1,1,0,0,1,1,0.4444444444444444,8.77971129020447,0.5653261565644385,0.8029046223045131,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,1,0,1,0,1,0.18518518518518517,9.314790473332646,0.5508216337502048,0.8579548785877971,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,1,0,0,1,1,0.07407407407407407,9.200391041122515,0.5034116533660344,0.868598955325083,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
1,0,0,0,1,1,0.4444444444444444,9.15915233520675,0.5199220766650368,0.7447297755766542,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,1,0,0,0,1,0.1111111111111111,10.34177474101152,0.48610332183734495,0.5721236127127978,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,0,1,0,1,0.1111111111111111,10.221977646629885,0.592683933040933,0.7094656874477905,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
1,0,0,0,0,1,0.2962962962962963,8.612685172875459,0.5508216337502048,0.8989779541526013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0,0,0,1,1,0.4444444444444444,8.748463629942055,0.5653261565644385,0.8037270447355327,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,0,0,0,1,1,0.14814814814814814,7.783640596221253,0.5034116533660344,0.8626910114389739,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,0.18518518518518517,8.824824939175638,0.8396587208054502,0.5686339751798828,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1,1,0,1,0,1,0.037037037037037035,10.094149233605084,0.5199220766650368,0.5183858310737492,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,1,0,1,0,1,0.3333333333333333,9.375939552625749,0.5508216337502048,0.8679148283635343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,0,1,0,1,0.1111111111111111,10.442929787247998,0.5508216337502048,0.6272656635061216,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
1,0,0,0,1,1,0.2222222222222222,9.401043372798053,0.7916371894529681,0.9160006480113272,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,1,0,1,0,1,0.14814814814814814,9.6678285081515,0.6950762404959439,0.8231948859371294,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,0.3333333333333333,8.987321812850125,0.5508216337502048,0.8880675494811381,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
1,0,0,1,1,1,0.3333333333333333,9.105090961257085,0.5792661557132386,0.8388592350464639,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0,1,0,1,0,1,0.1111111111111111,10.098272780745283,0.5199220766650368,0.4788394604645787,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,0,1,1,0.5925925925925926,7.8636512654486515,0.5034116533660344,0.8625444174712091,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,0,1,0,1,0.1111111111111111,9.97119292889014,0.592683933040933,0.5466261419780034,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0.1111111111111111,10.173552856959743,0.592683933040933,0.6725857686649475,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
1,1,1,0,0,1,0.18518518518518517,9.036106025364846,0.48610332183734495,0.8278793607371275,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,1,0,1,0,1,0.1111111111111111,9.746892220313054,0.5034116533660344,0.6765456667002785,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,0,0,1,0,1,0.3333333333333333,8.922791623969637,0.5508216337502048,0.7783230538505188,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,0,0,1,0,1,0.1111111111111111,10.077482875583607,0.592683933040933,0.734933942868973,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0.1111111111111111,10.184937747111391,0.592683933040933,0.6865730338409337,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1,1,0,1,1,1,0.037037037037037035,10.229223792606835,0.6056172068558507,0.4885166343930123,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0,1,0,0,1,1,0.14814814814814814,9.814710982145282,0.653132151864831,0.7373490355502876,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,0.48148148148148145,7.741099090035366,0.5199220766650368,0.9441373586723398,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,1,1,1,1,1,0.14814814814814814,10.315630315397533,0.7976325222458327,0.6165925558137757,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0.14814814814814814,6.90875477931522,0.42851230074266633,0.9132252495250628,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,1,0.1111111111111111,9.852246888342531,0.592683933040933,0.8582669111827357,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,1,0,1,1,1,0.1111111111111111,10.32551474894327,0.7746130766215851,0.577843608412719,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0.14814814814814814,10.261196961231647,0.653132151864831,0.6889574252348536,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,1,0.1111111111111111,10.568775236216993,0.8121960227463756,0.6584387976016601,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,1,0,0,1,1,0.18518518518518517,10.499600568082863,0.7824517432886577,0.7199123106138274,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,1,0,1,0,1,0.1111111111111111,10.229223792606835,0.592683933040933,0.7013747214095369,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,1,0.18518518518518517,10.376642461280849,0.7824517432886577,0.870286449129958,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,0,0,1,0,1,0.14814814814814814,9.38437770918244,0.592683933040933,0.7616791544237529,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,0,1,1,1,0.2222222222222222,10.757924157061597,0.8878216734339184,0.5978059215607301,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
1,1,1,1,1,1,0.14814814814814814,10.918736348043124,0.7824517432886577,0.715082657664408,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,1,1,1,1,1,0.1111111111111111,9.686636660844938,0.5508216337502048,0.8718922416904675,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,1,1,0.037037037037037035,10.173552856959743,0.6056172068558507,0.5870948132751244,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.07407407407407407,9.87822102528824,0.592683933040933,0.7401267433089596,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,0,0,1,1,0.07407407407407407,10.889323003601277,0.8969486072210116,0.7193204835999512,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1,0,1,0,1,0.2222222222222222,10.239995502805316,0.8878216734339184,0.8491647243826135,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0,1,1,1,0.1111111111111111,10.016860879703811,0.592683933040933,0.6470285206375701,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,1,0,0,1,0.18518518518518517,10.373522431293592,0.7824517432886577,0.7608402315887828,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,0,1,0,1,0.1111111111111111,10.181157167204903,0.48610332183734495,0.5656319824169138,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,0,0,1,0,1,0.14814814814814814,9.059633754551479,0.5792661557132386,0.8531413967609496,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,1,0.07407407407407407,10.357774570341576,0.7824517432886577,0.7688541091761298,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,1,0.18518518518518517,10.594156665220533,0.7824517432886577,0.8220377050229186,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,1,0,1,0.2222222222222222,9.093918908958932,0.5792661557132386,0.8860034881263776,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,0,0,1,1,1,0.1111111111111111,10.077482875583607,0.592683933040933,0.7084686645140617,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0.1111111111111111,9.820160289946374,0.592683933040933,0.6856932642994866,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,0,1,1,1,0.1111111111111111,9.735128070758227,0.592683933040933,0.8328970612110147,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,1,0.18518518518518517,10.308985993422082,0.7976325222458327,0.7199972514631565,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,0,0,1,0,1,0.18518518518518517,9.012011377036412,0.5792661557132386,0.8741878496030415,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,1,1,1,0,1,0.18518518518518517,10.515993929932415,0.7824517432886577,0.720063512068776,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,0,0,1,0,1,0.2962962962962963,8.922791623969637,0.5792661557132386,0.8861313928598868,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
0,1,0,1,1,1,0.1111111111111111,10.060534035475412,0.592683933040933,0.8053981094751506,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1,1,0,1,0,1,0.1111111111111111,10.043292972227004,0.5508216337502048,0.8672722772516235,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
1,1,0,0,0,0,0.18518518518518517,11.46374572492597,0.6747177639287418,0.4705903332769463,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0,1,0,1,0,1,0.1111111111111111,10.05195066017375,0.592683933040933,0.8278302857335262,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
0,1,0,1,1,1,0.1111111111111111,10.138599199626192,0.592683933040933,0.7665528631674932,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
0,0,0,1,0,1,0.2222222222222222,10.261196961231647,0.8878216734339184,0.7710189209141214,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
1,1,0,1,1,1,0.1111111111111111,10.203629181337648,0.592683933040933,0.6673410462904938,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,0,1,1,1,0.37037037037037035,9.127067452782361,0.6747177639287418,0.8494287047875506,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,1,0,1,0,1,0.1111111111111111,10.021315031649332,0.592683933040933,0.7722804844560998,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
1,1,0,0,1,1,0.18518518518518517,8.03947991910045,0.5508216337502048,0.8632090690819216,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,1,0,1,0,1,0.18518518518518517,9.588845298501564,0.592683933040933,0.6369024570280761,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0,1,1,0,1,0,0.1111111111111111,10.169728906753061,0.7824517432886577,0.7580600908536552,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
0,1,0,1,0,1,0.18518518518518517,9.012011377036412,0.592683933040933,0.9499826256143695,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,1,0,1,0.18518518518518517,9.071193240566025,0.5792661557132386,0.863491561908386,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,0,0,1,1,1,0.18518518518518517,10.229223792606835,0.7976325222458327,0.6308535125677663,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
1,1,0,1,1,1,0.1111111111111111,10.077482875583607,0.592683933040933,0.7823356221808841,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1,1,1,1,1,1,0.14814814814814814,10.064798252418377,0.7746130766215851,0.7524481229662174,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0,1,0,1,1,1,0.1111111111111111,10.239995502805316,0.592683933040933,0.61601932993948,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
1,1,0,1,0,1,0.07407407407407407,10.196194479235656,0.592683933040933,0.7016783438725709,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,1,1,1,1,0.18518518518518517,9.259225769705994,0.7143396326832558,0.830565648357013,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1,1,0,1,0,1,0.18518518518518517,10.376642461280849,0.7824517432886577,0.6250565912925987,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
0,0,0,1,1,1,0.1111111111111111,9.99884318585288,0.592683933040933,0.6445217470224225,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1,1,1,1,1,1,0.1111111111111111,10.261196961231647,0.7824517432886577,0.7997092848662224,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
0,1,0,1,0,1,0.1111111111111111,9.989711119284745,0.5508216337502048,0.7408007986644551,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
1,1,1,1,1,1,0.18518518518518517,10.505094936455558,0.7824517432886577,0.8062213168135088,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1,1,0,1,0,1,0.1111111111111111,9.787009914477434,0.6106625405791963,0.47326702946823795,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
1,1,0,1,1,1,0.037037037037037035,10.332050506334692,0.6056172068558507,0.6657547867863796,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
1,1,1,1,1,1,0.14814814814814814,10.732061203925053,0.7824517432886577,0.706287580317722,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
